Septebmber 2026					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Manhunt 2	PSP	✅	Completed: 2	Bought: 0	
					
April 2021					
			Naruto Shippuden: Ultimate Ninja Storm 2 	PS3	⏳
			Manhunt 2 	PSP	⏳
			Cursed Mountain 	Wii	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Rayman Origins	Wii	✅	Completed: 1	Bought: 15	
					
March 2021					
			Star Wars: Jedi Power Battles 	GBA	⏳
			Darksiders II  	PS3	✅
			Rayman Origins 	Wii	⏳
			Manhunt 2 	PSP	⏳
			Naruto Shippuden: Ultimate Ninja Storm 2 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Pokemon White	DS	✅	Completed: 2	Bought: 2	
					
February 2021					
			Tom Clancy's Ghost Recon: Advanced Warfighter 2  	PSP	✅
			Scribblenauts 	DS	⏳
			More TouchMaster 	DS	➖
			Darksiders II 	PS3	⏳
			Pokemon White 	DS	⏳
			Just Dance 3 	Wii	➖
			Rayman Origins 	Wii	⏳
			Mario Party 8 	Wii	➖
					
					
					
					
					
					
					
					
					
					
					
					
Avatar: The Last Airbender – The Burning Earth 	DS	✅	Completed: 2	Bought: 6	
					
January 2021					
			Call of Duty: Black Ops  	PS3	✅
			Darksiders II 	PS3	⏳
			Call of Duty: Black Ops  	DS	✅
			Harvest Fishing 	DS	⏳
			Tom Clancy's Ghost Recon: Advanced Warfighter 2 	PSP	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
LEGO Harry Potter Years 1-4	PSP	✅	Completed: 3	Bought: 4	
					
December 2020					
			Warriors Orochi 	PSP	✨
			Call of Duty: Black Ops 	PS3	⏳
			LEGO Harry Potter Years 1-4 	PSP	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Grand Theft Auto III	PS2	⏳	Completed: 0	Bought: 2	
					
November 2020					
			Final Fantasy X 	PS2	⏳
			Harvest Fishing 	DS	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Warriors Orochi 	PSP	✨	Completed: 0	Bought: 1	
					
October 2020					
			Heavy Rain: Move Edition 	PS3	✨
			Harvest FIshing 	DS	⏳
			Final Fantasy X 	PS2	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Warriors Orochi  	PSP	✅	Completed: 1	Bought: 5	
					
September 2020					
			Turok 	PS3	⏳
			Ridge Racer: Unbounded 	PS3	⏳
			Fallout: Brotherhood of Steel 	PS2	⏳
			Virtua Tennis 3 	PS3	➖
			Duke Nukem Forever 	PS3	⏳
			NBA Jam 	PS3	➖
			Heavy Rain: Move Edition 	PS3	✨
			Warriors Orochi 	PSP	⏳
					
					
					
					
					
					
					
					
					
					
					
					
Fallout 3  	PS3	✅	Completed: 1	Bought: 2	
					
August 2020					
			Killzone  ️	PS2	✅
			Batman: Arkham Asylum  ️	PS3	✅
			Virtua Tennis 3 	PS3	➖
			Fallout 3 	PS3	⏳
			Turok 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Fallout: New Vegas  	PS3	✅	Completed: 3	Bought: 4	
					
July 2020					
			Skate 3  ️	PS3	✅
			Dungeon Siege 3  ️	PS3	✅
			Metal Gear Solid 2: Sons of Liberty  ️	PS2	✅
			SEGA Superstars Tennis 	PS2	⏳
			One Piece Grand Adventure  ️	PS2	✅
			Tom Clancy's Rainbow Six: Vegas 2  ️	PS3	✅
			Killzone 	PS2	⏳
			Dark Souls II 	PS3	⏳
			Fallout: Brotherhood of Steel 	PS2	⏳
					
					
					
					
					
					
					
					
					
					
					
Bioshock  	PS3	✅	Completed: 6	Bought: 9	
					
June 2020					
			Final Fantasy XIII  ️	PS3	✅
			Call of Duty: World at War  ️	PS3	✅
			Destiny 	PS3	⏳
			Call of Duty 4: Modern Warfare  ️	PS3	✅
			Uncharted 3: Drake's Deception 	PS3	⏳
			Homefront  ️	PS3	✅
			Call of Duty: Black Ops II  ️	PS3	✅
			Alone in the Dark - Inferno 	PS3	⏳
			Skate 3 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
Gran Turismo 5 	PS3	⏳	Completed: 5	Bought: 5	
					
May 2020					
			Shadow Man: 2econd Coming  ️	PS2	✅
			Duke Nukem Forever 	PS3	⏳
			Call of Duty: World at War 	PS3	⏳
			Bionic Commando  ️	PS3	✅
			Dynasty Warriors: Strikeforce 	PSP	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Final Fantasy XIII 	PS3	⏳	Completed: 2	Bought: 0	
					
April 2020					
			Infamous 2  ️	PS3	✅
			Resident Evil 6  ️	PS3	✅
			Uncharted: Drake's Fortune  ️	PS3	✅
			Warhammer 40k: Space Marine  ️	PS3	✅
			Ridge Racer: Unbounded 	PS3	⏳
			LittleBigPlanet 2  ️	PS3	✅
			Duke Nukem Forever 	PS3	⏳
			Assassin's Creed  ️	PS3	✅
			Half-Life 	PS2	⏳
			Shadow Man: 2econd Coming 	PS2	⏳
					
					
					
					
					
					
					
					
					
					
Bioshock 2  	PS3	✅	Completed: 7	Bought: 5	
					
March 2020					
			Shaun White Skateboarding  ️	PS3	✅
			NBA Jam 	PS3	➖
			Duke Nukem Forever 	PS3	⏳
			Resident Evil 6 	PS3	⏳
			Bioshock 2 	PS3	⏳
			Batman: Arkham City  ️	PS3	✅
			Dynasty Warriors: Strikeforce 	PSP	⏳
			Enslaved: Odyssey to the West  ️	PS3	✅
			Infamous 2 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
X-Men Legends II: Rise of Apocalypse  	PSP	✅	Completed: 4	Bought: 0	
					
February 2020					
			Duke Nukem Forever 	PS3	⏳
			Resident Evil 6 	PS3	⏳
			Alien Syndrome  ️	PSP	✅
			X-Men Legends II: Rise of Apocalypse 	PSP	⏳
			Shaun White Skateboarding 	PS3	⏳
			NBA Jam 	PS3	➖
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Lighting Returns: Final Fantasy XIII  	PS3	✅	Completed: 2	Bought: 4	
					
January 2020					
			Resident Evil 5  ️	PS3	✅
			Final Fantasy XIII-2  ️	PS3	✅
			Call of Duty 3  ️	PS3	✅
			Jak and Daxter: The Lost Frontier  ️	PSP	✅
			Alien Syndrome 	PSP	⏳
			Duke Nukem Forever 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Resident Evil 6 	PS3	⏳	Completed: 4	Bought: 6	
					
December 2019					
			Resident Evil 5 	PS3	⏳
			Secret of Mana 	SNESc	⏳
			Call of Duty 3 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Final Fantasy XIII-2 	PS3	⏳	Completed: 0	Bought: 8	
					
November 2019					
			Dante's Inferno  ️	PS3	✅
			Warhammer 40k: Space Marine 	PS3	⏳
			Resident Evil 5 	PS3	⏳
			Metal Gear Ac!d 	PSP	⏳
			Final Fantasy XIII-2 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Innocent Life 	PSP	✅	Completed: 2	Bought: 1	
					
October 2019					
			L.A. Noire  ️	PS3	✅
			Extermination 	PS2	⏳
			Dante's Inferno 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Innocent Life 	PSP	⏳	Completed: 1	Bought: 7	
					
September 2019					
			Naruto: Ultimate Ninja Heroes 	PSP	⏳
			Darksiders  ️	PS3	✅
			Resident Evil 5 	PS3	⏳
			Extermination 	PS2	⏳
			Warhammer 40k: Space Marine 	PS3	⏳
			South Park: The Stick of Truth  ️	PS3	✅
			L.A. Noire 	PS3	⏳
			Innocent Life 	PSP	⏳
					
					
					
					
					
					
					
					
					
					
					
					
Grand Theft Auto: Vice City Stories  	PSP	✅	Completed: 3	Bought: 4	
					
August 2019					
			DMC Devil May Cry 	PS3	✨
			Alone in the Dark - Inferno  ️	PS3	✅
			LittleBigPlanet  ️	PSP	✅
			Street Fighter II Turbo: Hyper Edition 	SNESc	➖
			Contra III: The Alien Wars 	SNESc	✨
			Super Mario World 	SNESc	✨
			Super Mario Kart 	SNESc	➖
			Call of Duty: Modern Warfare 3  ️	PS3	✅
			Resident Evil 5 	PS3	⏳
			Naruto: Ultimate Ninja Heroes 	PSP	⏳
			Darksiders 	PS3	⏳
					
					
					
					
					
					
					
					
					
Saint Row: The Third  	PS3	✅	Completed: 4	Bought: 4	
					
July 2019					
			Metal Gear Solid: Peace Walker 	PSP	⏳
			Metal Gear Ac!d 	PSP	⏳
			LittleBigPlanet 	PSP	⏳
			Call of Duty: Roads to Victory  ️	PSP	✅
			Burnout Paradise  ️	PS3	✅
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
DMC Devil May Cry  	PS3	✅	Completed: 3	Bought: 3	
					
June 2019					
			Burnout Paradise 	PS3	⏳
			Darksiders 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Metal Geaer Solid: Peace Walker	PSP	✅	Completed: 1	Bought: 1	
					
May 2019					
			Resistance 2  ️	PS3	✅
			Heavy Rain: Move Edition  ️	PS3	⏳
			Split/Second: Velocity  ️	PSP	✅
			Medal Of Honor: Heroes 	PSP	⏳
			Burnout Paradise 	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Metal Geaer Solid: Peace Walker	PSP	⏳	Completed: 2	Bought: 6	
					
April 2019					
			Harry Potter and the Order of Phoenix 	PSP	⏳
			Medal Of Honor: Heroes  ️	PSP	✅
			Assassin's Creed: Revelations  ️	PS3	✅
			Naruto: Ultimate Ninja Heroes 2  ️	PSP	✅
			Resistance 2 	PS3	⏳
			Heavy Rain: Move Edition  ️	PS3	✅
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Split/Second: Velocity	PSP	⏳	Completed: 4	Bought: 4	
					
March 2019					
			Pokémon Mystery Dungeon: Explorers of Sky  ️	DS	✅
			Darksiders 	PS3	⏳
			Assassin's Creed: Revelations 	PS3	⏳
			Fallout: New Vegas 	PS3	⏳
			WipeOut Pulse 	PSP	⏳
			Professor Layton and the Curious Village 	DS	✨
			Harry Potter and the Order of Phoenix 	PSP	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
The Darkness	PS3	✅	Completed: 2	Bought: 11	
					
February 2019					
			Pokémon Mystery Dungeon: Explorers of Sky 	DS	⏳
			Earthbound  ️	SNESc	✅
			Second Sight  ️	PS2	✅
			Syphon Filter: The Omega Strain 	PS2	⏳
			Final Fantasy III 	SNESc	⏳
			Dynasty Warriors 5 Xtreme Legends  ️	PS2	✅
			Summoner 	PS2	⏳
			Star Trek Encounters 	PS2	⏳
					
					
					
					
					
					
					
					
					
					
					
					
Devil May Cry 3 Special Edition	PS2	✅	Completed: 4	Bought: 3	
					
January 2019					
			Earthbound 	SNESc	⏳
			Super Mario Kart 	SNESc	➖
			MX vs ATV Untamed 	PSP	⏳
			Harvest Moon DS: Island of Happiness 	DS	⏳
			Star Trek Encounters 	PS2	⏳
			Mario Party DS 	DS	➖
			Devil May Cry 3: Dante's Awakening Special Edition 	PS2	⏳
			Pokémon Mystery Dungeon: Explorers of Sky 	DS	⏳
					
					
					
					
					
					
					
					
					
					
					
					
Pokemon Mystery Dungeon: Blue Rescue Team 	DS	✅	Completed: 1	Bought: 5	
					
December 2018					
			Harry Potter and the Order of Phoenix 	PSP	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Wipeout Pulse	PSP	⏳	Completed: 0	Bought: 0	
					
November 2018					
			Over The Edge: Hammy Goes Nuts!  ️	PSP	✅
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Fight Night Round 3	PSP	➖	Completed: 1	Bought: 4	
					
October 2018					
			Fight Night Round 3 	PSP	➖
			The Sniper 2  ️	PS2	✅
			Yerevan Drive 	PC	➖
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
The Chronicles of Narnia: Lion, Witch and Wardrobe	GBA	✅	Completed: 2	Bought: 2	
					
September 2018					
			Super Mario World 2: Yoshi's Island  ️	SNESc	✅
			Mario Kart DS 	DS	✨
			Star Fox 2   ️	SNESc	✅
			Super Ghouls 'n Ghosts  ️	SNESc	✅
			Gran Turismo 4 Prologue 	PS2	➖
			Kirby Super Star  ️	SNESc	✅
			Mega Man X 	SNESc	⏳
			Earthbound 	SNESc	⏳
			Super Punch-Out 	SNESc	➖
			Pitfall: The Lost Expedition 	PS2	⏳
			The Chronicles of Narnia:The Lion,the Witch and the Wardrobe 	GBA	⏳
			Pokémon Mystery Dungeon: Blue Rescue Team 	DS	⏳
			The Legend of Zelda: A Link to the Past 	SNESc	⏳
			Army Men: Soldiers of Misfortune 	DS	⏳
			Mario Party DS 	DS	➖
			Sega Superstars Tennis 	PS2	⏳
			Guilty Gear X2 #Reload  ️	PC	✅
			Fight Night Round 3 	PSP	➖
			Contra III: The Alien Wars  ️	SNESc	✅
					
Rune Factory 2	DS	✅	Completed: 7	Bought: 2	
					
August 2018					
			Rune Factory 2 	DS	⏳
			Super Mario World 2: Yoshi's Island 	SNESc	⏳
			Mario Kart DS  ️	DS	✅
			Super Ghouls 'n Ghosts 	SNESc	⏳
			Kirby Super Star 	SNESc	⏳
			The Legend of Zelda: A Link to the Past 	SNESc	⏳
			Street Fighter II Turbo: Hyper Edition 	SNESc	➖
			Contra III: The Alien Wars 	SNESc	⏳
			Kirby's Dream Course 	SNESc	➖
			Super Mario Kart 	SNESc	➖
			Super Castlevania IV  ️	SNESc	✅
			F-Zero 	SNESc	➖
			Donkey Kong Country  ️	SNESc	✅
			Super Mario RPG: Legend Of The Seven Stars  ️	SNESc	✅
			Star Fox 	SNESc	✨
			Super Mario World  ️	SNESc	✅
					
					
					
					
Super Metroid	SNESc	✅	Completed: 6	Bought: 19	
