Septebmber 2026					
			LEGO Star Wars II: The Original Trilogy	PS2	✅
			Farming Simulator 14	3DS	➖
			The Sims 2: Pets	NDS	➖
			New Super Mario Bros. 2	3DS	✅
			Super Monkey Ball 3D	3DS	✅
			FIFA 14 	3DS	➖
			Zoo Tycoon DS	NDS	⏳
			Yo-kai Watch	3DS	⏳
			MotorStorm: Arctic Edge	PSP	⏳
					
					
					
					
					
					
					
					
Resident Evil Revelations	PS3	✅	Completed: 5	Bought: 6	
					
September 2022					
			Disney's Kim Possible: Kimmunicator	NDS	✅
			Top Spin 4	PS3	➖
			Need for Speed: The Run	PS3	✅
			Call of Duty: World at War - Final Fronts	PS2 	✅
			Age Of Empires II: The Age of Kings	PS2	⏳
			Wreckless: The Yakuza Missions	PS2	✅
			Lost Magic	NDS 	⏳
			The Legend of Zelda: Link's Awakening	G&W	⏳
			LEGO Star Wars II: The Original Trilogy	PS2	⏳
			Scribblenauts 	NDS	✅
					
					
					
					
					
					
					
					
					
					
Prince of Persia: The Two Thrones	PS2	✅	Completed: 6	Bought: 7	
					
August 2022					
			Street Fighter IV	PS3	⏳
			Gran Turismo 3: A-Spec	PS2	⏳
			Lost Planet: Extreme Conditions	PS3 	✅
			Zelda II: The Adventure of Link	G&W	✅
			Prince of Persia: The Two Thrones	PS2	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Tekken 6	PS3	✅	Completed: 3	Bought: 16	
					
July 2022					
			Lost Magic	NDS	⏳
			Bodycount	PS3	✅
			Vanquish	PS3	✅
			Street Fighter IV	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Saints Row IV	PS3	✅	Completed: 3	Bought: 5	
					
June 2022					
			The Da Vinci Code	PS2	✅
			RTL Winter Games 2007	PS2	➖
			Thrillville: Off The Rails	PS2	✅
			World Racing 2	PS2	⏳
			Dragonball Z Budokai 2	PS2	✅
			Game & Watch: Vermin	G&W	➖
			True Crime: Streets of LA	PS2	✅
			Red Faction II	PS2	✅
			Grand Prix Challenge 	PS2	➖
					
					
					
					
					
					
					
					
					
					
					
The Legend of Zelda	G&W	✅	Completed: 6	Bought: 6	
					
May 2022					
			SSX On Tour	PS2	⏳
			Rayman DS	DS	⏳
			Pro Evolution Soccer 5	PS2	➖
			Dark Sector	PS3	✅
			UEFA EURO 2004	PS2	➖
			Buzz! Junior: Monster Rumble	PS2	➖
			The Da Vinci Code	PS2	⏳
			Buzz! Junior: Jungle Party	PS2	➖
					
					
					
					
					
					
					
					
					
					
					
					
Metal Gear Solid 4: Guns of the Patriots	PS3	✅	Completed: 2	Bought: 18	
					
April 2022					
			Killzone 3	PS3	✨
			Pro Evolution Soccer 2011	PS3	➖
			The Walking Dead: Season 2	PS3	⏳
			Pro Evolution Soccer 2012	PS3	➖
			Turok	PS3	✅
			Rayman DS	DS	⏳
			Tekken 4	PS2	✅
			Madden NFL 2003	PS2	➖
					
					
					
					
					
					
					
					
					
					
					
					
Star Wars: The Force Unleashed	PS3	✅	Completed: 3	Bought: 23	
					
March 2022					
			Echochrome	PSP	⏳
			Wii Fit Plus	Wii	➖
			Motorstorm: Pacific Rift 	PS3	✅
			Lost in Blue 3	DS	⏳
			Motorstorm	PS3	⏳
			Mirror's Edge	PS3	✅
			Just Dance 3	Wii	➖
			Killzone 2	PS3	✅
			Killzone 3	PS3	✅
					
					
					
					
					
					
					
					
					
					
					
Kingdoms of Amalur: Reckoning	PS3	✅	Completed: 5	Bought: 8	
					
February 2022					
			Wii Fit Plus	Wii	➖
			Overlord: Raising Hell	PS3	✅
			Lost Planet 2	PS3	✅
			Motorstorm: Pacific Rift	PS3	⏳
			Just Dance 3	Wii	➖
			Resistance 3	PS3	✅
			Euro Demo 01/99	PS1	➖
			Hot Pixel	PSP	✅
			Mind Quiz - Exercise Your Brain	PSP	➖
					
					
					
					
					
					
					
					
					
					
					
Kingdoms of Amalur: Reckoning	PS3	⏳	Completed: 4	Bought: 9	
					
January 2022					
			Uncharted 2: Among Thieves	PS3	✅
			Just Dance 3	Wii	➖
			Lost in Blue 3 	DS	⏳
			Bioshock Infinite	PS3	✅
			The Walking Dead	PS3	✅
			Devil May Cry	PS2	✅
			F.E.A.R.	PS3	✅
			Motorstorm: Pacific Rift	PS3	⏳
			Overlord: Raising Hell	PS3	⏳
					
					
					
					
					
					
					
					
					
					
					
Wii Fit Plus	Wii	➖	Completed: 5	Bought: 8	
					
December 2021					
			Just Dance 3	Wii	➖
			Spider-Man 2	PS2	✅
			Spider-Man 2	PSP	✅
			Cursed Mountain	Wii	✅
			The Walking Dead	PS3	⏳
			Call of Duty: Advanced Warfare 	PS3	✅
			X-Men Origins: Wolverine 	PSP	✅
			Pro Evolution Soccer 08 	PS3	➖
			FIFA 08 	PS3	➖
					
					
					
					
					
					
					
					
					
					
					
Pro Evolution Soccer 2010	PS3	➖	Completed: 5	Bought: 12	
					
November 2021					
			Wild Earth: African Safari 	Wii	✅
			Benjamin the Elephant: A Day at the Zoo 	DS	✅
			The Con 	PSP	✅
			Call of Duty: World at War 	Wii	✅
			Tony Hawk's Proving Ground 	Wii	⏳
			Jak X 	PS2	⏳
			Medal of Honor: Rising Sun 	PS2	✅
			Spider-Man 2 	PS2	⏳
					
					
					
					
					
					
					
					
					
					
					
					
Just Dance 3	Wii	➖	Completed: 5	Bought: 0	
					
October 2021					
			Dino Crisis	PS1	✅
			Wild Earth: African Safari	Wii	⏳
			The Con	PSP	⏳
			X-Men Destiny	PS3	✅
			Benjamin the Elephant: A Day at the Zoo	DS	⏳
			Devil Kings	PS2	✅
			Jak X: Combat Racing	PS2	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
Bully	PS2	✅	Completed: 4	Bought: 4	
					
September 2021					
			Metroid Prime 3: Corruption 	Wii	⏳
			Anno: Create a New World  	DS	✅
			Wild Earth: African Safari 	Wii	⏳
			Gunpey DS  	DS	✅
			The Con 	PSP	⏳
			James Bond 007: Everything or Nothing  	PS2	✅
			Dino Crisis 	PS1	⏳
					
					
					
					
					
					
					
					
					
					
					
					
					
MadWorld	Wii	✅	Completed: 4	Bought: 1	
					
August 2021					
			Kessen II  	PS2	✅
			Burnout 2: Point of Impact 	PS2	⏳
			Key of Heaven  	PSP	✅
			Legend of the Dragon  	PSP	✅
			Medal of Honor: European Assault  	PS2	✅
			Athens 2004 	PS2	➖
			Mike Tyson - Heavyweight Boxing 	PS2	➖
			James Bond 007: Everything or Nothing 	PS2	⏳
			Wild Earth: African Safari 	Wii	⏳
			Metroid Prime 3: Corruption 	WIi	⏳
			Anno: Create a New World 	DS	⏳
					
					
					
					
					
					
					
					
					
Everybody's Golf	PSP	➖	Completed: 4	Bought: 13	
					
July 2021					
			Duke Nukem Forever  	PS3	✅
			Motorstorm 	PS3	⏳
			More Touchmaster 	DS	➖
			Full Auto 2 Battlelines 	PS3	⏳
			Fallout: Brotherhood of Steel 	PS2	⏳
			Toshinden 4  	PS1	✅
			Kessen II 	PS2	⏳
			Zoo Quest - Puzzle Fun  	DS	✅
			Mahjongg DS  	DS	✅
					
					
					
					
					
					
					
					
					
					
					
Key of Heaven	PSP	⏳	Completed: 4	Bought: 17	
					
June 2021					
			Wet  	PS3	✅
			Resistance: Fall of Man  	PS3	✅
			Rayman 3  	GBA	✅
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
Star Wars: The Force Unleashed	PSP	✅	Completed: 4	Bought: 4	
					
May 2021					
			Naruto Shippuden: Ultimate Ninja Storm 2  	PS3	✅
			Call of Duty: Black Ops 	PS3	✨
			Cursed Mountain 	Wii	⏳
			Ridge Racer 7 	PS3	⏳
			Wet 	PS3	⏳
					
